#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
NZ|NCDS|-39.498401|176.876082|4.000000|Napier Civil Defence|2002-04-23T00:00:00|
NZ|NCHS|-39.506634|176.896758|4.000000|Napier Colenso High School|2002-04-19T00:00:00|
NZ|NCPT|-34.414831|173.048696|-4.000000|North Cape|2008-12-10T06:00:00|
NZ|NELS|-41.287804|173.274245|52.000000|Nelson Hospital|1999-08-04T00:00:00|
NZ|NEWS|-41.232040|174.821780|218.000000|Newlands|2011-10-27T00:00:00|
NZ|NGHS|-39.485873|176.914928|70.000000|Napier Girls High School|1999-08-18T00:00:00|
NZ|NGRZ|-38.101800|176.187400|685.000000|Ngongotaha|2011-05-11T00:05:00|
NZ|NGZ|-39.175584|175.601173|1452.000000|Ngauruhoe|1976-06-01T00:00:00|
NZ|NLMS|-41.266524|173.276835|9.000000|Nelson Nelmac|2002-10-07T00:00:00|
NZ|NMEZ|-39.413200|173.877500|119.000000|Namu Road|2009-04-02T00:00:00|
NZ|NMHZ|-39.097055|176.806518|863.700000|Naumai|2008-02-13T00:00:00|
NZ|NMIB|-41.276130|173.287896|23.600000|Nelson and Marlborough Institute of Technology|2011-02-01T00:00:00|
NZ|NNBS|-43.495426|172.717998|10.000000|Rawhiti School|2001-11-06T00:00:00|
NZ|NNZ|-41.217103|173.379477|130.000000|Nelson|2003-08-12T00:00:00|
NZ|NOVZ|-39.126493|175.610657|1476.000000|North Ngauruhoe|2020-02-25T01:10:00|
NZ|NPCS|-39.062428|174.073384|47.000000|New Plymouth Civil Defence|1999-10-17T00:00:00|
NZ|NSBS|-43.996198|168.660945|8.000000|Neils Beach|2004-06-23T00:00:00|
NZ|NSPS|-39.489593|176.915878|5.000000|Napier St Pauls|2004-02-24T00:00:00|
NZ|NTVZ|-39.098482|175.675973|1260.000000|North Tongariro|2014-11-06T00:00:00|
NZ|NUE|-19.074412|-169.927612|56.000000|Niue|1973-04-19T00:00:00|
NZ|NWFS|-41.589066|175.233959|14.000000|Ngawi Fire Station|2006-05-05T00:00:00|
NZ|NZA|-42.371000|176.911000|0.000000|Offshore Wellington Hikurangi Subduction Zone|2019-12-21T17:00:00|
NZ|NZB|-40.599200|179.096200|0.000000|Offshore Hawke's Bay Hikurangi Subduction Zone|2020-09-18T00:00:00|
NZ|NZC|-38.200000|-179.797000|0.000000|Offshore Gisborne Hikurangi Subduction Zone|2019-12-12T18:00:00|
NZ|NZD|-36.099800|178.603700|0.000000|Offshore Bay of Plenty Kermadec Subduction Zone|2021-07-23T00:00:00|
NZ|NZE|-36.049000|-177.708000|0.000000|Offshore East Cape Kermadec Subduction Zone|2019-12-18T17:00:00|
NZ|NZF|-29.682600|-175.012500|0.000000|Offshore Raoul Island Kermadec Subduction Zone|2019-12-17T00:00:00|
NZ|NZG|-23.351700|-173.401800|0.000000|Offshore Tongatapu Tonga Subduction Zone|2020-09-10T00:00:00|
NZ|NZH|-20.088500|-171.863000|0.000000|Offshore Niue Tonga Subduction Zone|2020-09-03T22:24:30|
NZ|NZI|-16.889000|-171.190500|0.000000|Offshore Samoa Tonga Subduction Zone|2020-09-08T00:00:00|
NZ|NZJ|-26.667200|163.954900|0.000000|Offshore Norfolk Island Vanuatu Subduction Zone|2021-07-09T00:00:00|
NZ|NZK|-24.309300|169.498800|0.000000|Offshore New Caledonia Vanuatu Subduction Zone|2021-07-15T00:00:00|
NZ|NZL|-19.309600|166.782000|0.000000|Offshore Vanuatu Vanuatu Subduction Zone|2021-07-12T00:00:00|
NZ|OAHZ|-38.845836|176.047509|662.000000|Ouaha Hills|2022-12-07T04:30:00|
NZ|OAMS|-45.099745|170.969136|20.000000|Oamaru North Otago Museum|2002-06-28T00:00:00|
NZ|ODZ|-45.043982|170.644622|274.000000|Otahua Downs|1990-08-31T00:00:00|
NZ|OGWZ|-40.816688|175.170301|206.000000|Otaki Gorge|2007-09-24T00:00:00|
NZ|OHSS|-43.444600|172.660500|13.000000|Ouruhia School|2011-12-12T00:00:00|
NZ|OHWZ|-40.205600|175.315100|59.000000|Ohakea|2011-03-29T00:00:00|
NZ|OKCZ|-43.723250|173.059510|492.100000|Okains Bay|2012-03-01T00:00:00|
NZ|OMRZ|-38.106215|176.371696|566.000000|Omania|2007-04-04T00:00:00|
NZ|OPCS|-38.014135|177.289217|9.000000|Opotiki College|2001-12-03T00:00:00|
NZ|OPRZ|-37.844300|176.554929|134.000000|Ohinepanea|2006-11-14T00:00:00|
NZ|OPSS|-39.450020|173.855020|34.000000|Opunake Primary School|2011-12-02T00:00:00|
NZ|OPWS|-43.556190|172.664290|18.000000|Opawa School|2012-04-19T00:00:00|
NZ|OPZ|-45.884356|170.597767|375.000000|Otago Peninsula|2008-06-26T00:00:00|
NZ|ORCS|-39.417438|175.412599|606.000000|Ohakune Ruapehu College|2001-11-27T00:00:00|
NZ|ORPS|-46.286797|167.765120|71.000000|Orepuki|2016-04-18T00:00:00|
NZ|ORRZ|-36.972662|174.770494|44.000000|Mangere|2025-04-16T21:39:00|
NZ|OT001|-38.281900|176.399700|380.000000|Waimangu Inferno Crater|2012-06-22T03:45:00|
NZ|OT013|-38.038523|176.549508|300.000000|Rotoma Soda Spring|2021-03-17T00:00:00|
NZ|OTAT|-45.814349|170.629390|0.000000|Dunedin|2010-02-25T00:00:00|
NZ|OTKS|-40.754876|175.143841|9.000000|Otaki School|2001-10-23T00:00:00|
NZ|OTNZ|-35.590200|173.825100|142.000000|Otaenga|2022-12-20T00:35:00|
NZ|OTVZ|-39.163114|175.665074|1506.000000|Oturere|2004-11-18T00:00:00|
NZ|OUZ|-35.219689|173.596133|63.000000|Omahuta|1991-03-11T00:00:00|
NZ|OXZ|-43.325900|172.038300|360.000000|Oxford|2009-03-14T00:00:00|
NZ|PAKZ|-35.534660|174.130228|259.000000|Paiaka Road|2022-12-19T00:05:00|
NZ|PAPS|-40.914320|175.004959|9.000000|Paraparaumu Primary School|2001-10-17T00:00:00|
NZ|PAWZ|-41.381561|175.426892|567.000000|Paruwai Farm|2004-07-14T00:00:00|
NZ|PEEC|-43.923860|171.233957|280.000000|Peel Forest|2005-11-17T00:00:00|
NZ|PFAS|-41.138494|174.846096|16.000000|Porirua Free Ambulance Depot|2001-10-15T00:00:00|
NZ|PGFS|-40.302200|176.611751|15.000000|Porangahau Fire Station|2002-01-29T00:00:00|
NZ|PHHS|-41.252090|174.904297|41.000000|Point Howard|2008-08-08T00:00:00|
NZ|PHVZ|-39.041700|175.768330|1314.000000|Pihanga|2013-09-26T00:00:00|
NZ|PIPS|-41.267487|174.786068|3.000000|Aotea Quay Pipitea|2012-11-15T00:00:00|
NZ|PKAZ|-35.775727|174.213053|204.000000|Pukeatua|2022-12-21T22:00:00|
NZ|PKE|-39.193860|173.986703|515.000000|Pukeiti|1993-12-14T00:00:00|
NZ|PKGZ|-37.866400|178.080500|405.000000|Pakihiroa|2010-06-22T00:00:00|
NZ|PKTZ|-38.672371|175.804585|495.000000|Puketapu Road|2024-07-16T22:06:00|
NZ|PKVZ|-39.289286|175.346379|770.000000|Pokaka|2005-03-15T00:00:00|
NZ|PLWZ|-41.569175|175.254789|638.000000|Palliser|2007-04-18T00:00:00|
NZ|PNBS|-40.348949|175.607578|40.000000|Palmerston North Boys High School|2003-06-26T00:00:00|
NZ|PNHZ|-39.913371|176.199797|616.000000|Pukenui|2008-02-19T00:00:00|
NZ|PNMS|-40.362860|175.593110|10.000000|Monrad Intermediate School|2011-12-06T00:00:00|
NZ|PNRS|-40.330270|175.633700|34.000000|Palmerston North Roslyn School|2012-04-12T00:00:00|
NZ|PNUZ|-37.397550|174.841060|240.000000|Ponganui Road|2023-05-11T22:07:00|
NZ|POIZ|-38.630564|176.034230|598.000000|Poihipi|2001-02-24T00:00:00|
NZ|POKS|-41.124950|174.831510|23.000000|Katoa Kindergarten|2011-10-03T00:00:00|
NZ|POLS|-41.131394|174.839096|7.000000|Porirua Library|2001-10-16T00:00:00|
NZ|POTS|-41.272217|174.774644|43.000000|Wellington Pottery Association|1999-08-20T00:00:00|
NZ|POWZ|-40.391720|175.767990|295.000000|Post Office Road|2008-04-23T00:00:00|
NZ|PPHS|-43.492846|172.606916|24.000000|Christchurch Papanui High School|2002-04-22T00:00:00|
NZ|PREZ|-39.342100|174.158900|613.000000|Palmer Road|2010-02-23T00:00:00|
NZ|PRGZ|-38.922594|177.883282|503.000000|Paritu Road|2006-07-23T00:00:00|
NZ|PRHZ|-40.266369|176.635172|326.000000|Porangahau|2008-01-14T00:00:00|
NZ|PRNS|-43.704499|169.472766|38.000000|Paringa|2020-10-07T23:21:00|
NZ|PRPC|-43.525813|172.682771|3.000000|Pages Road Pumping Station|2006-08-14T00:00:00|
NZ|PRRZ|-38.497100|176.393000|392.000000|Plateau Road|2007-11-12T00:00:00|
NZ|PRWZ|-40.554704|175.971012|303.000000|Pori Road|2008-11-03T00:00:00|
NZ|PTAZ|-35.708875|174.497174|99.000000|Pataua North|2022-12-08T21:30:00|
NZ|PTHS|-36.975641|174.871872|32.000000|Papatoetoe High School|2002-06-21T00:00:00|
NZ|PTOS|-41.222973|174.860302|7.000000|Petone Overbridge|2011-06-03T00:00:00|
NZ|PUYT|-46.084784|166.589408|0.000000|Puysegur|2009-11-28T00:00:00|
NZ|PUZ|-38.071548|178.257209|430.000000|Puketiti|1989-03-08T00:00:00|
NZ|PVCS|-41.224746|174.873917|0.000000|Petone Victoria Street|2011-07-01T00:00:00|
NZ|PWES|-41.127460|174.825860|59.000000|Porirua West|2012-06-28T00:00:00|
NZ|PWZ|-40.029684|176.861995|66.000000|Pawanui|2001-01-30T00:00:00|
NZ|PXZ|-40.030644|176.862145|103.000000|Pawanui|2005-08-21T00:00:00|
NZ|PYZ|-46.166252|166.680692|277.000000|Puysegur Point|2007-05-01T00:00:00|
NZ|QCCS|-41.279626|174.023145|27.000000|Picton Queen Charlotte College|2002-02-21T00:00:00|
NZ|QRZ|-40.825522|172.529148|263.000000|Quartz Range|1990-04-26T00:00:00|
NZ|QTPS|-45.032156|168.662886|327.000000|Queenstown Police Station|2002-06-12T00:00:00|
NZ|RACZ|-43.727090|172.139560|86.000000|Rakaia|2012-06-27T00:00:00|
NZ|RAGZ|-38.495600|177.415400|947.000000|Rawiri|2009-06-10T00:00:00|
NZ|RAHZ|-38.916162|177.086022|472.000000|Arahi|2008-05-14T00:00:00|
NZ|RATZ|-38.866498|175.772176|653.000000|Rangitukua|1984-11-21T00:00:00|
NZ|RBCT|-29.280016|-177.894400|0.000000|Raoul Island Boat Cove|2009-05-18T00:00:00|
NZ|RCBS|-43.557934|172.732650|50.000000|Redcliffs Borehole|2013-01-29T00:00:00|
NZ|RDCS|-42.119700|171.864383|204.000000|Reefton DOC Centre|2002-02-25T00:00:00|
NZ|RDHZ|-44.247640|168.356965|1206.000000|Red Hills|2025-02-26T23:27:00|
NZ|REHS|-43.521947|172.635146|16.000000|Christchurch Resthaven|1999-10-08T00:00:00|
NZ|RFRT|-29.251144|-177.903842|2.000000|Raoul Island Fishing Rock|2009-05-18T00:00:00|
NZ|RGKZ|-38.052524|176.772807|98.000000|Kawerau East|2026-02-17T20:20:00|
NZ|RHSC|-43.536172|172.564404|17.000000|Riccarton High School|2008-05-07T00:00:00|
NZ|RIGZ|-38.705800|177.762200|621.000000|Rimuhau|2009-06-08T00:00:00|
NZ|RITZ|-38.977150|175.858477|525.000000|Rihia Road|2003-04-04T00:00:00|
NZ|RIZ|-29.244900|-177.928900|110.000000|Raoul Island|2009-05-18T00:00:00|
NZ|RKAC|-43.751461|172.023147|107.000000|Rakaia School|2005-02-23T00:00:00|
NZ|RLGLK|-29.262090|-177.920196|14.000000|Raoul Island Green Lake|2023-01-30T02:59:59|
NZ|RLNS|-45.687600|166.685930|1070.000000|Resolution Island|2017-05-24T00:00:00|
NZ|ROLC|-43.592818|172.381093|53.000000|Rolleston School|2004-11-30T00:00:00|
NZ|ROTS|-38.135724|176.255191|287.000000|Rotorua District Council|2013-05-01T00:00:00|
NZ|RPCS|-38.438041|176.343755|308.000000|Reporoa College|2002-06-24T00:00:00|
NZ|RPZ|-43.714608|171.053865|453.000000|Rata Peaks|2001-06-06T00:00:00|
NZ|RRKS|-46.147434|167.472523|59.000000|Rarakau|2004-05-11T00:00:00|
NZ|RRRZ|-38.339039|176.514637|493.000000|Republican Road|2007-12-10T00:00:00|
NZ|RTZ|-38.615440|176.980518|867.000000|Ruatahuna|2011-05-05T00:00:00|
NZ|RU001|-39.283500|175.565400|2529.000000|Ruapehu Crater Lake|1993-12-11T00:00:00|
NZ|RUGZ|-37.965130|177.677480|1175.000000|Raukumara Range|2011-05-19T00:00:00|
NZ|RVAZ|-36.769996|174.579199|59.000000|Riverhead Borehole|2008-04-01T00:00:00|
NZ|SACS|-43.506740|172.616190|47.000000|St Andrews College Christchurch|2013-03-13T00:00:00|
NZ|SBRC|-43.808703|172.252380|24.000000|Southbridge School|2004-12-02T00:00:00|
NZ|SCAC|-42.938573|172.921623|138.000000|Scargill|2005-11-16T00:00:00|
NZ|SCTS|-45.265788|166.951482|1185.000000|Secretary Island|2014-06-01T00:00:00|
NZ|SDNS|-41.663821|174.137292|107.650000|Seddon|2016-11-15T00:00:00|
NZ|SDOC|-43.280388|172.190993|250.000000|Somerset Drive Oxford|2010-08-19T00:00:00|
NZ|SEAS|-41.326447|174.837638|5.000000|Seatoun School Wellington|2012-04-27T00:00:00|
NZ|SEDS|-41.672290|174.076450|90.000000|Seddon Fire Station|2013-07-23T00:00:00|
NZ|SEVS|-41.246984|174.902163|4.000000|Seaview|2011-07-06T00:00:00|
NZ|SHFC|-43.391152|172.025759|295.000000|Sheffield School|2005-02-23T00:00:00|
NZ|SHLC|-43.505337|172.663391|5.000000|Shirley Library|2008-01-31T00:00:00|
NZ|SJFS|-42.334576|172.180286|432.000000|Springs Junction Fire Station|2004-03-18T00:00:00|
NZ|SKFS|-45.898626|170.509715|9.000000|Dunedin St Kilda Fire Station|2002-06-08T00:00:00|
NZ|SLRC|-43.675130|172.317520|35.000000|Selwyn Lake Road|2010-11-04T00:00:00|
NZ|SLTZ|-43.909740|169.593140|1187.000000|Solution Range|2025-02-28T12:00:00|
NZ|SMHS|-43.262160|172.336300|181.000000|Summerhill|2012-10-16T00:00:00|
NZ|SMRZ|-43.195879|170.722068|1326.000000|Smyth Range|2025-03-16T22:36:00|
NZ|SMTC|-43.467529|172.613861|10.000000|Styx Mill Transfer Station|2008-01-29T00:00:00|
NZ|SNGZ|-38.781500|177.339900|545.000000|Shannon Station|2009-06-08T00:00:00|
NZ|SNVZ|-39.186227|175.640333|1604.000000|South Ngauruhoe|2015-03-27T00:00:00|
NZ|SOCS|-41.204326|174.915936|10.000000|Lower Hutt St Orans College|2002-03-04T00:00:00|
NZ|SOMS|-41.257460|174.865000|48.000000|Somes Island|2012-10-31T00:00:00|
NZ|STAS|-43.513610|172.641120|47.000000|St Albans Christchurch|2012-05-22T00:00:00|
NZ|STKS|-43.606541|172.644913|350.000000|Sign of the Kiwi|2011-12-13T00:00:00|
NZ|STSB|-41.281275|174.776845|8.000000|Wellington Stout Street Building Array (MBIE)|2014-07-01T00:00:00|
NZ|SUMS|-43.569210|172.756810|9.000000|Sumner|2012-04-23T00:00:00|
NZ|SWNC|-43.369433|172.495355|53.000000|Swannanoa School|2005-02-23T00:00:00|
NZ|SYZ|-46.536890|169.138823|52.000000|Scrubby Hill|2006-05-05T00:00:00|
NZ|TACS|-37.541973|175.692810|22.000000|Te Aroha College|2002-06-27T00:00:00|
NZ|TAFS|-45.416674|167.719111|221.000000|Te Anau Fire Station|2002-06-13T00:00:00|
NZ|TAIS|-41.180384|174.954772|18.000000|Taita Central School|2011-06-14T00:00:00|
NZ|TARZ|-38.235550|176.505850|1071.000000|Mount Tarawera|2007-11-22T00:00:00|
NZ|TAUT|-37.641089|176.181179|0.000000|Tauranga|2008-05-21T00:00:00|
NZ|TBAS|-38.372804|178.300779|8.000000|Tolaga Bay Area School|2002-04-16T00:00:00|
NZ|TBCS|-37.702697|176.156675|33.000000|Tauranga Boys College|2001-12-06T00:00:00|
NZ|TCW|-41.210365|174.276328|197.000000|Tory Channel|1977-03-28T00:00:00|
NZ|TDFB|-41.263666|174.787222|2.000000|Wellington Thorndon Flyover|2011-06-28T00:00:00|
NZ|TDHS|-37.633320|178.365372|5.000000|Te Araroa District High School|2002-04-15T00:00:00|
NZ|TENS|-42.214960|172.790190|1807.000000|Lake Tennyson|2016-11-18T00:00:00|
NZ|TEPS|-41.290588|174.781064|111.000000|Wellington Te Papa Museum|2002-03-07T00:00:00|
NZ|TFSS|-41.275427|174.783054|9.000000|Wellington Thorndon Fire Station|1999-10-25T00:00:00|
NZ|TGRZ|-37.728807|176.260836|145.000000|Tauranga|2003-02-18T00:00:00|
NZ|THHS|-39.679955|175.795593|459.000000|Taihape Hospital|2007-02-01T00:00:00|
NZ|THQ2|-38.668400|176.169800|450.000000|Tauhara North|2012-12-18T00:00:00|
NZ|THSZ|-38.695963|176.130538|511.000000|Tauhara South|2023-09-20T03:08:00|
NZ|THZ|-41.762474|172.905218|747.000000|Top House|1989-12-02T00:00:00|
NZ|TIRS|-38.468911|175.909709|456.000000|Atiamuri Tirohanga School|2002-06-25T00:00:00|
NZ|TIWZ|-40.776049|175.885660|559.000000|Tintock|2006-03-07T00:00:00|
NZ|TKAS|-44.013314|170.460576|713.000000|Tekapo A Power Station|2001-05-04T00:00:00|
NZ|TKGZ|-38.439200|177.848500|157.000000|Te Karaka|2010-03-13T00:00:00|
NZ|TKHS|-38.332806|175.155550|66.000000|Te Kuiti High School|2002-07-02T00:00:00|
NZ|TKNZ|-41.033550|172.960530|422.000000|Takaka Hill|2014-06-18T00:00:00|
NZ|TLZ|-38.329400|175.538000|660.000000|Tolley Road|2009-05-07T00:00:00|
NZ|TMBS|-46.071840|170.195710|16.000000|Taieri Mouth Beach School|2002-06-09T00:00:00|
NZ|TMDS|-41.078084|175.155440|180.000000|Te Marua Water Treatment Plant|2002-10-22T00:00:00|
NZ|TMHS|-37.139685|175.546519|14.000000|Thames High School|2002-06-27T00:00:00|
NZ|TMVZ|-39.115610|175.704064|1200.000000|Te Maari|2013-05-14T00:00:00|
NZ|TMWZ|-41.106596|175.890469|529.000000|Te Maipa|2007-02-23T00:00:00|
NZ|TO003|-39.109701|175.672065|1530.000000|Upper Te Maari Fumarole 3|2021-05-27T00:00:00|
NZ|TO006|-39.109245|175.668242|1530.000000|Upper Te Maari Fumarole 6|2018-08-28T00:00:00|
NZ|TO015|-39.106219|175.669882|1530.000000|Lower Te Maari Fumarole 15|2018-08-10T00:00:00|
NZ|TO063|-39.133929|175.656303|1700.000000|Tongariro Lower Emerald Spring|2021-05-07T00:00:00|
NZ|TOKS|-43.822430|172.780840|577.000000|Te Oka Bay Road SW Banks Peninsula|2013-03-19T00:00:00|
NZ|TOUEM|-39.134726|175.654836|1739.000000|Tongariro Upper Emerald|2021-05-21T00:00:00|
NZ|TOUTL|-39.187142|175.621117|1315.000000|Upper Tama Lake|2019-03-12T03:30:00|
NZ|TOVZ|-39.304600|175.526600|1672.000000|Turoa Road End|2009-02-11T00:00:00|
NZ|TOZ|-37.730956|175.501847|85.000000|Tahuroa Road|1998-10-15T00:00:00|
NZ|TPLC|-43.549997|172.471954|39.000000|Templeton School|2005-02-21T00:00:00|
NZ|TPPS|-38.686325|176.067470|380.000000|Taupo Police Station|1999-08-30T00:00:00|
NZ|TPTT|-39.056719|174.038533|0.000000|Port of Taranaki|2025-08-20T01:00:00|
NZ|TRAB|-43.566694|172.693308|0.000000|Tunnel Road Rail Overpass|2013-08-02T00:00:00|
NZ|TRAR1|-39.359317|173.935331|257.000000|Taranaki Arawhata Road 1|2022-09-07T03:50:00|
NZ|TRMS|-40.671276|175.990997|260.000000|Tiraumea|2014-07-29T00:00:00|
NZ|TROB|-43.570899|172.693310|0.000000|Tunnel Road Road Overpass|2013-08-02T00:00:00|
NZ|TRTS|-41.298700|174.773900|25.000000|Torrens Terrace Wellington|2012-02-10T00:00:00|
NZ|TRVZ|-39.298816|175.547822|2062.000000|Turoa|2005-03-16T00:00:00|
NZ|TRWZ|-41.398042|175.687895|379.000000|Traveller|2005-06-22T00:00:00|
NZ|TSFS|-40.849423|172.821101|32.000000|Takaka Scott's Farm|2002-10-10T00:00:00|
NZ|TSZ|-40.058553|175.961124|531.000000|Takapari Road|2004-01-26T00:00:00|
NZ|TTHS|-38.986291|175.815036|385.000000|Turangi Tongariro High School|2001-11-28T00:00:00|
NZ|TTTZ|-35.339980|174.304150|103.000000|Twotwotwo|2023-01-16T22:27:00|
NZ|TUDS|-38.807000|177.150433|255.000000|Tuai Power Station|2004-09-01T00:00:00|
NZ|TUHS|-38.864117|175.248310|203.000000|Taumarunui High School|2002-09-26T00:00:00|
NZ|TUVZ|-39.267676|175.654153|1446.000000|Tukino|1992-09-17T00:00:00|
NZ|TUWZ|-41.429389|173.942893|132.000000|Tuamarina|2004-05-05T00:00:00|
NZ|TUZ|-45.953975|169.631143|110.000000|Tuapeka|1991-04-04T00:00:00|
NZ|TWGZ|-38.176700|177.980400|687.000000|Tauwhareparae|2009-12-09T00:00:00|
NZ|TWVZ|-39.070741|175.437681|1084.000000|Taurewa|2004-05-18T00:00:00|
NZ|UHCS|-41.126815|175.040938|53.000000|Upper Hutt College|2001-10-26T00:00:00|
NZ|UHSS|-41.126380|175.065090|25.000000|Upper Hutt Primary School|2011-06-21T00:00:00|
NZ|UPKZ|-39.304923|173.950235|408.000000|Upper Kahui Road|2025-11-27T03:26:00|
NZ|URZ|-38.259249|177.110894|95.000000|Urewera|1990-10-09T00:00:00|
NZ|UTU|-38.176590|176.193800|410.000000|Utuhina|1986-07-10T00:00:00|
NZ|VRZ|-39.124341|174.758453|166.000000|Vera Road|2003-11-26T00:00:00|
NZ|VUWB|-41.292335|174.767259|88.000000|Wellington Victoria University Te Puni Student Acc|2009-04-15T00:00:00|
NZ|VUWS|-41.279854|174.778399|7.000000|Victoria University Law School|2011-07-06T00:00:00|
NZ|WACZ|-43.942532|171.839105|97.900000|Wakanui|2013-04-03T00:00:00|
NZ|WAIS|-38.632460|176.093700|410.000000|Wairakei Research Centre|2001-12-07T00:00:00|
NZ|WAKC|-42.963103|172.705240|219.000000|Waikari|2005-11-14T00:00:00|
NZ|WAKS|-39.772728|176.251679|441.000000|Wakarara Rangimaire Farm|2003-06-25T00:00:00|
NZ|WANS|-41.231210|174.931020|359.000000|Wainuiomata Hill|2011-08-23T00:00:00|
NZ|WATZ|-38.707935|175.733186|560.000000|Waihaha|1996-08-17T00:00:00|
NZ|WAZ|-39.754644|174.985533|382.000000|Wanganui|2003-07-18T00:00:00|
NZ|WBCS|-41.755661|171.599812|10.000000|Westport Buller District Council|2002-04-16T00:00:00|
NZ|WBFS|-40.400881|176.311147|130.000000|Weber Fire Station|2002-01-27T00:00:00|
NZ|WBHS|-35.714958|174.316940|41.000000|Whangarei Boys High School|2002-06-18T00:00:00|
NZ|WBSZ|-43.290821|170.406577|70.000000|Whataroa River Valley|2015-10-01T00:00:00|
NZ|WCDS|-39.933638|175.047993|9.000000|Wanganui Civil Defence Store|2000-03-21T00:00:00|
NZ|WCSS|-43.457750|171.863460|311.000000|Whitecliffs|2011-12-14T00:00:00|
NZ|WCZ|-35.938642|174.345043|108.000000|Waipu Caves|1990-10-13T00:00:00|
NZ|WDAS|-41.257397|174.948466|90.000000|Wainuiomata Bush Fire Force|2004-06-22T00:00:00|
NZ|WDFS|-41.827399|174.138424|34.000000|Ward Fire Station|2002-02-22T00:00:00|
NZ|WDPS|-40.338219|175.869802|90.000000|Woodville Police Station|1999-07-29T00:00:00|
NZ|WDSZ|-43.293605|170.406412|91.000000|Whataroa Duncan Creek|2014-06-23T00:00:05|
NZ|WEL|-41.284048|174.768184|138.000000|Wellington|1916-01-01T00:00:00|
NZ|WEMS|-41.274287|174.779264|31.000000|Wellington Emergency Management Office|1999-05-13T00:00:00|
NZ|WFSS|-39.034245|177.424906|0.000000|Wairoa Fire Station|2008-09-17T00:00:00|
NZ|WHFS|-43.261164|170.359029|60.000000|Whataroa Fire Station|2014-07-16T00:00:00|
NZ|WHHZ|-39.076800|177.234400|317.300000|Waihua|2009-06-07T00:00:00|
NZ|WHRZ|-37.855700|176.974800|375.000000|Whale Island|2011-06-27T00:00:00|
NZ|WHSB|-41.308301|174.779271|16.400000|Wellington Regional Hospital|2009-04-15T00:00:00|
NZ|WHSC|-43.536473|172.596943|10.000000|Wharenui School|2010-08-19T00:00:00|
NZ|WHSZ|-43.290650|170.406450|110.000000|Whataroa River|2020-06-19T00:00:00|
NZ|WHTZ|-38.665954|175.957469|778.000000|Whakaroa|1996-08-17T00:00:00|
NZ|WHVZ|-39.282500|175.588600|2105.000000|Whangaehu Hut|2009-03-25T00:00:00|
NZ|WHZ|-45.892428|167.947031|345.000000|Wether Hill Road|1993-03-22T00:00:00|
NZ|WIAS|-41.323440|174.805996|19.000000|Wellington Airport|2024-10-11T02:05:00|
NZ|WIAZ|-36.793000|175.133900|255.000000|Waiheke Island|2010-07-27T00:00:00|
NZ|WIGC|-42.701187|172.800303|247.000000|Waiau Gorge|2004-11-27T00:00:00|
NZ|WKHS|-37.961453|176.985474|10.000000|Whakatane High School|2001-12-04T00:00:00|
NZ|WKMT|-38.735846|176.010613|367.000000|Whakamoenga|2025-03-27T00:00:00|
NZ|WKZ|-44.827021|169.017562|558.000000|Wanaka|2004-06-03T00:00:00|
NZ|WLCZ|-41.304416|174.782848|42.000000|Wellington College|2024-10-16T03:30:00|
NZ|WLGT|-41.284476|174.779854|3.413000|Wellington|2007-03-06T00:00:00|
NZ|WLRZ|-39.165206|173.945128|276.000000|Weld Road|2025-05-07T23:02:00|
NZ|WMGZ|-37.819100|178.414900|190.000000|Waiomatatini Station|2009-12-10T00:00:00|
NZ|WMSZ|-43.283787|170.394076|78.000000|Whataroa Mint Creek|2014-06-23T00:00:05|
NZ|WMVZ|-41.884520|174.051638|120.000000|Waima Valley|2025-06-06T04:09:00|
NZ|WNHS|-41.300778|174.775514|43.000000|Wellington High School|2001-10-31T00:00:00|
NZ|WNKS|-41.284818|174.742054|181.000000|Wellington Karori Normal School|2001-10-19T00:00:00|
NZ|WNPS|-44.694588|169.142964|287.000000|Wanaka National Park Headquarters|2002-07-02T00:00:00|
NZ|WNVZ|-39.326977|175.597862|1566.000000|Wahianoa|2004-04-15T00:00:00|
NZ|WPHZ|-40.064264|176.440560|350.000000|Waipukurau|2006-10-19T00:00:00|
NZ|WPRZ|-38.519600|176.162400|519.000000|Whakapapataringa|2010-03-24T00:00:00|
NZ|WPSZ|-43.284165|170.412318|77.000000|Whataroa Parker Creek|2014-06-23T00:00:05|
NZ|WPWS|-39.943862|176.584322|140.000000|Waipawa District Council|2002-01-29T00:00:00|
NZ|WQAB|-39.486792|176.893193|3.000000|West Quay Apartment Building|2012-05-15T00:00:00|
NZ|WQSZ|-43.279200|170.360400|96.000000|Whataroa Quarry|2014-06-23T00:00:05|
NZ|WRAS|-41.595477|173.586376|529.556500|Wairau Valley|2016-11-18T00:00:00|
NZ|WRCS|-40.950352|175.647817|120.000000|Masterton Wairarapa College|2001-12-07T00:00:00|
NZ|WRHS|-41.278513|174.779411|9.000000|Wellington Rutherford House|2016-12-06T00:00:00|
NZ|WRRZ|-41.455012|175.455693|214.000000|White Rock Road|2024-05-09T23:23:00|
NZ|WSFC|-43.837332|171.611012|162.000000|Westerfield|2005-02-25T00:00:00|
NZ|WSHS|-41.283634|174.777862|0.000000|Wellington Shed 11 (NZ Portrait Gallery)|2015-06-01T00:00:00|
NZ|WTAZ|-36.932419|174.573369|340.000000|Waiatarua|1995-01-10T00:00:00|
